日期,窗口,计划购电量_kWh,调整购电量_kWh,净调整_kWh,上调_kWh,下调_kWh,紧急购电量_kWh
2025-02-08,12:00-18:00,3988.5764,4090.3279,101.75149999999998,101.75149999999998,0.0,0.0
2025-02-08,18:00-24:00,13805.912900000001,13805.912900000001,0.0,0.0,0.0,773.3283
2025-02-09,0:00-6:00,29999.998799999994,29999.998799999994,0.0,0.0,0.0,0.0
2025-02-09,6:00-12:00,17446.806299999997,17532.681099999998,85.87480000000002,85.87480000000002,0.0,0.0
2025-02-09,12:00-18:00,20812.125099999997,20951.362099999995,139.23700000000002,139.23700000000002,0.0,0.0
2025-02-09,18:00-24:00,21510.453699999995,21510.453699999995,0.0,0.0,0.0,0.0
2025-02-10,0:00-6:00,29999.998799999994,29999.998799999994,0.0,0.0,0.0,0.0
2025-02-10,6:00-12:00,14447.431,14447.431,0.0,0.0,0.0,0.0
2025-02-10,12:00-18:00,20181.462099999997,20181.462099999997,0.0,0.0,0.0,0.0
2025-02-10,18:00-24:00,21462.606299999992,21462.606299999992,0.0,0.0,0.0,0.0
2025-02-11,0:00-6:00,29658.521199999996,29658.521199999996,0.0,0.0,0.0,0.0
2025-02-11,6:00-12:00,13093.911200000002,13093.911200000002,0.0,0.0,0.0,0.0
2025-02-11,12:00-18:00,22075.966599999996,22083.730699999996,7.764099999999985,7.764099999999985,0.0,0.0
2025-02-11,18:00-24:00,21739.213999999993,21739.213999999993,0.0,0.0,0.0,0.0
2025-02-12,0:00-6:00,29999.998799999994,29999.998799999994,0.0,0.0,0.0,0.0
2025-02-12,6:00-12:00,15161.1574,15161.1574,0.0,0.0,0.0,0.0
2025-02-12,12:00-18:00,20254.406499999994,20254.406499999994,0.0,0.0,0.0,0.0
2025-02-12,18:00-24:00,21544.785999999993,21544.785999999993,0.0,0.0,0.0,0.0
2025-02-13,0:00-6:00,29254.217599999996,29254.217599999996,0.0,0.0,0.0,0.0
2025-02-13,6:00-12:00,13475.469,13475.469,0.0,0.0,0.0,0.0
2025-02-13,12:00-18:00,17658.9788,17871.7415,212.76269999999982,212.76269999999982,0.0,0.0
2025-02-13,18:00-24:00,21224.809399999995,21224.809399999995,0.0,0.0,0.0,0.0
2025-02-14,0:00-6:00,21408.1622,21570.720199999996,162.55800000000005,162.55800000000005,0.0,0.0
2025-02-14,6:00-12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-14,12:00-18:00,3552.6802,4230.4448,677.7646000000001,677.7646000000001,0.0,0.0
2025-02-14,18:00-24:00,13403.9702,13403.9702,0.0,0.0,0.0,355.88300000000004
2025-02-15,0:00-6:00,19449.206399999995,19799.096299999997,349.8899,349.8899,0.0,0.0
2025-02-15,6:00-12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-15,12:00-18:00,4894.8227,4894.8227,0.0,0.0,0.0,0.0
2025-02-15,18:00-24:00,13556.480600000003,13556.480600000003,0.0,0.0,0.0,543.9444
2025-02-16,0:00-6:00,29588.728999999996,29588.728999999996,0.0,0.0,0.0,0.0
2025-02-16,6:00-12:00,14350.867600000001,14350.867600000001,0.0,0.0,0.0,0.0
2025-02-16,12:00-18:00,20869.999399999993,20869.999399999993,0.0,0.0,0.0,0.0
2025-02-16,18:00-24:00,21231.519899999996,21231.519899999996,0.0,0.0,0.0,0.0
2025-02-17,0:00-6:00,29993.011899999994,29993.011899999994,0.0,0.0,0.0,0.0
2025-02-17,6:00-12:00,14679.129,14679.129,0.0,0.0,0.0,0.0
2025-02-17,12:00-18:00,20262.441799999997,20262.441799999997,0.0,0.0,0.0,0.0
2025-02-17,18:00-24:00,21165.342099999994,21165.342099999994,0.0,0.0,0.0,0.0
2025-02-18,0:00-6:00,29116.735599999996,29116.735599999996,0.0,0.0,0.0,0.0
2025-02-18,6:00-12:00,11156.850299999998,12025.3978,868.5475000000001,868.5475000000001,0.0,0.0
2025-02-18,12:00-18:00,15837.2414,17003.0577,1165.8163,1165.8163,0.0,0.0
2025-02-18,18:00-24:00,21037.71029999999,21038.05649999999,0.34619999999998186,0.34619999999998186,0.0,147.536
2025-02-19,0:00-6:00,29219.599099999996,29219.599099999996,0.0,0.0,0.0,0.0
2025-02-19,6:00-12:00,11376.0105,11685.7333,309.72280000000006,309.72280000000006,0.0,13.6339
2025-02-19,12:00-18:00,16602.104900000002,17253.8195,651.7146000000001,651.7146000000001,0.0,0.0
2025-02-19,18:00-24:00,20955.105499999998,20957.068599999995,1.9630999999999972,1.9630999999999972,0.0,102.75399999999999
2025-02-20,0:00-6:00,29351.419899999997,29351.419899999997,0.0,0.0,0.0,0.0
2025-02-20,6:00-12:00,13285.345500000001,13285.345500000001,0.0,0.0,0.0,13.924699999999998
2025-02-20,12:00-18:00,18102.5625,18128.9779,26.415400000000034,26.415400000000034,0.0,0.0
2025-02-20,18:00-24:00,20888.752599999993,20903.29959999999,14.547000000000004,14.547000000000004,0.0,0.0
2025-02-21,0:00-6:00,19883.779199999997,19927.1723,43.393100000000004,43.393100000000004,0.0,0.0
2025-02-21,6:00-12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-02-21,12:00-18:00,3004.2346000000002,3059.1277000000005,54.89310000000002,54.89310000000002,0.0,0.0
2025-02-21,18:00-24:00,13180.082300000002,13182.7186,2.6363000000000056,2.6363000000000056,0.0,657.4612999999999
2025-02-22,0:00-6:00,18504.165999999997,18716.866199999997,212.7002,212.7002,0.0,0.0
2025-02-22,6:00-12:00,0.0,0.0,0.0,0.0,0.0,123.3924
2025-02-22,12:00-18:00,3574.3637999999996,3652.9939,78.63010000000003,78.63010000000003,0.0,0.0
2025-02-22,18:00-24:00,13352.140700000002,13384.167000000001,32.02629999999999,32.02629999999999,0.0,562.3905
2025-02-23,0:00-6:00,28403.2309,28403.2309,0.0,0.0,0.0,0.0
2025-02-23,6:00-12:00,10843.316599999998,11581.638699999998,738.3220999999999,738.3220999999999,0.0,0.0
2025-02-23,12:00-18:00,18776.465999999997,18778.309999999998,1.844000000000051,1.844000000000051,0.0,0.0
2025-02-23,18:00-24:00,20661.269099999994,20668.603499999994,7.3344000000000165,7.3344000000000165,0.0,0.0
2025-02-24,0:00-6:00,29229.794899999997,29229.794899999997,0.0,0.0,0.0,0.0
2025-02-24,6:00-12:00,9507.621100000002,11233.533500000001,1725.9124,1725.9124,0.0,0.0
2025-02-24,12:00-18:00,16503.3344,17371.529899999998,868.1954999999999,868.1954999999999,0.0,0.0
2025-02-24,18:00-24:00,20992.411999999993,20996.875399999994,4.463399999999979,4.463399999999979,0.0,0.0
2025-02-25,0:00-6:00,28869.851799999997,28869.851799999997,0.0,0.0,0.0,0.0
2025-02-25,6:00-12:00,11724.3914,11724.3914,0.0,0.0,0.0,0.0
2025-02-25,12:00-18:00,17169.259299999998,17169.259299999998,0.0,0.0,0.0,0.0
2025-02-25,18:00-24:00,20696.387999999995,20707.327499999992,10.939499999999953,10.939499999999953,0.0,0.0
2025-02-26,0:00-6:00,28962.092999999997,28962.092999999997,0.0,0.0,0.0,0.0
2025-02-26,6:00-12:00,7597.3756,8307.931900000001,710.5563000000001,710.5563000000001,0.0,228.8859
2025-02-26,12:00-18:00,14120.3232,16413.9941,2293.6709,2293.6709,0.0,0.0
2025-02-26,18:00-24:00,20717.619399999992,20780.146499999995,62.52710000000002,62.52710000000002,0.0,0.0
2025-02-27,0:00-6:00,29221.025999999994,29221.025999999994,0.0,0.0,0.0,0.0
2025-02-27,6:00-12:00,9527.303800000002,9623.603500000001,96.29969999999997,96.29969999999997,0.0,413.28899999999993
2025-02-27,12:00-18:00,13946.5067,14445.1516,498.6449000000001,498.6449000000001,0.0,0.0
2025-02-27,18:00-24:00,20643.765199999994,20650.191199999994,6.425999999999931,6.425999999999931,0.0,0.0
2025-02-28,0:00-6:00,18586.8288,18947.7533,360.92449999999997,360.92449999999997,0.0,0.0
2025-02-28,6:00-12:00,0.0,0.0,0.0,0.0,0.0,82.5658
2025-02-28,12:00-18:00,3142.2697,3171.3677,29.098000000000013,29.098000000000013,0.0,0.0
2025-02-28,18:00-24:00,13102.1819,13110.026300000001,7.844400000000007,7.844400000000007,0.0,608.2118
2025-03-01,0:00-6:00,18948.219,18948.219,0.0,0.0,0.0,0.0
2025-03-01,6:00-12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-01,12:00-18:00,4071.5182,4071.5182,0.0,0.0,0.0,0.0
2025-03-01,18:00-24:00,13213.800900000002,13213.800900000002,0.0,0.0,0.0,357.6233
2025-03-02,0:00-6:00,27909.442199999998,27909.442199999998,0.0,0.0,0.0,0.0
2025-03-02,6:00-12:00,10501.0818,11630.4986,1129.4168,1129.4168,0.0,0.0
2025-03-02,12:00-18:00,21082.5726,21082.5726,0.0,0.0,0.0,0.0
2025-03-02,18:00-24:00,20700.01559999999,20700.01559999999,0.0,0.0,0.0,0.0
2025-03-03,0:00-6:00,29389.908599999995,29389.908599999995,0.0,0.0,0.0,0.0
2025-03-03,6:00-12:00,13608.8083,13608.8083,0.0,0.0,0.0,0.0
2025-03-03,12:00-18:00,19512.3094,19777.800799999994,265.4914,265.4914,0.0,0.0
2025-03-03,18:00-24:00,20585.445299999992,20591.338599999992,5.893300000000011,5.893300000000011,0.0,28.970800000000004
2025-03-04,0:00-6:00,28973.208799999997,28973.208799999997,0.0,0.0,0.0,0.0
2025-03-04,6:00-12:00,9898.9409,10862.8597,963.9188,963.9188,0.0,0.0
2025-03-04,12:00-18:00,15083.207400000001,15753.308500000001,670.1011000000001,670.1011000000001,0.0,0.0
2025-03-04,18:00-24:00,20623.370799999993,20623.370799999993,0.0,0.0,0.0,545.5389
2025-03-05,0:00-6:00,29077.917499999996,29077.917499999996,0.0,0.0,0.0,0.0
2025-03-05,6:00-12:00,10612.2169,10612.2169,0.0,0.0,0.0,0.0
2025-03-05,12:00-18:00,18156.4472,18156.4472,0.0,0.0,0.0,0.0
2025-03-05,18:00-24:00,20615.42809999999,20615.42809999999,0.0,0.0,0.0,0.0
2025-03-06,0:00-6:00,28311.268999999997,28311.268999999997,0.0,0.0,0.0,0.0
2025-03-06,6:00-12:00,7684.0473,8029.3665,345.31920000000014,345.31920000000014,0.0,0.0
2025-03-06,12:00-18:00,16407.464500000002,16658.7598,251.29530000000005,251.29530000000005,0.0,0.0
2025-03-06,18:00-24:00,20473.481999999996,20473.481999999996,0.0,0.0,0.0,0.0
2025-03-07,0:00-6:00,17974.3456,17974.3456,0.0,0.0,0.0,0.0
2025-03-07,6:00-12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-07,12:00-18:00,3795.1136,3795.1136,0.0,0.0,0.0,0.0
2025-03-07,18:00-24:00,13098.592200000001,13098.592200000001,0.0,0.0,0.0,175.7337
2025-03-08,0:00-6:00,16365.3834,16489.854900000002,124.47149999999999,124.47149999999999,0.0,0.0
2025-03-08,6:00-12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-08,12:00-18:00,2735.6244999999994,2735.6244999999994,0.0,0.0,0.0,0.0
2025-03-08,18:00-24:00,13263.692100000002,13263.692100000002,0.0,0.0,0.0,251.0635
2025-03-09,0:00-6:00,27512.906099999997,27512.906099999997,0.0,0.0,0.0,0.0
2025-03-09,6:00-12:00,9874.9927,10140.9607,265.968,265.968,0.0,0.0
2025-03-09,12:00-18:00,17537.6049,17537.6049,0.0,0.0,0.0,0.0
2025-03-09,18:00-24:00,20513.333199999994,20513.333199999994,0.0,0.0,0.0,0.0
2025-03-10,0:00-6:00,27967.712199999994,27967.712199999994,0.0,0.0,0.0,0.0
2025-03-10,6:00-12:00,8118.3316,9355.522,1237.1904000000004,1237.1904000000004,0.0,68.6685
2025-03-10,12:00-18:00,15935.551800000001,16111.813300000002,176.26150000000007,176.26150000000007,0.0,0.0
2025-03-10,18:00-24:00,20617.151199999997,20618.168599999997,1.0173999999999523,1.0173999999999523,0.0,0.0
2025-03-11,0:00-6:00,28653.621699999992,28653.621699999992,0.0,0.0,0.0,0.0
2025-03-11,6:00-12:00,2087.0438,6537.006500000001,4449.9627,4449.9627,0.0,14.7737
2025-03-11,12:00-18:00,13532.689200000003,14465.530900000002,932.8417,932.8417,0.0,0.0
2025-03-11,18:00-24:00,20574.408699999993,20574.408699999993,0.0,0.0,0.0,398.9898
2025-03-12,0:00-6:00,28518.127799999995,28518.127799999995,0.0,0.0,0.0,0.0
2025-03-12,6:00-12:00,7885.8855,7885.8855,0.0,0.0,0.0,0.0
2025-03-12,12:00-18:00,17246.636599999998,17246.636599999998,0.0,0.0,0.0,0.0
2025-03-12,18:00-24:00,20801.425999999992,20801.515999999996,0.09000000000003183,0.09000000000003183,0.0,0.0
2025-03-13,0:00-6:00,27946.217699999994,27946.217699999994,0.0,0.0,0.0,0.0
2025-03-13,6:00-12:00,10379.4369,10683.3423,303.90539999999993,303.90539999999993,0.0,0.0
2025-03-13,12:00-18:00,14824.257899999999,16083.913400000001,1259.6555000000003,1259.6555000000003,0.0,0.0
2025-03-13,18:00-24:00,20478.124599999992,20480.114799999992,1.9902000000000157,1.9902000000000157,0.0,154.6698
2025-03-14,0:00-6:00,17067.3337,17067.3337,0.0,0.0,0.0,0.0
2025-03-14,6:00-12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-14,12:00-18:00,2281.2113999999997,2475.6436,194.4322,194.4322,0.0,0.0
2025-03-14,18:00-24:00,13076.821200000002,13076.821200000002,0.0,0.0,0.0,790.889
2025-03-15,0:00-6:00,15609.1377,15631.58,22.44229999999999,22.44229999999999,0.0,0.0
2025-03-15,6:00-12:00,0.0,0.0,0.0,0.0,0.0,39.2205
2025-03-15,12:00-18:00,2014.3444,2426.5663,412.22190000000006,412.22190000000006,0.0,0.0
2025-03-15,18:00-24:00,13295.955400000003,13309.9204,13.964999999999975,13.964999999999975,0.0,511.8082
2025-03-16,0:00-6:00,27300.2093,27300.2093,0.0,0.0,0.0,0.0
2025-03-16,6:00-12:00,5648.8749,6941.3413,1292.4664000000002,1292.4664000000002,0.0,0.0
2025-03-16,12:00-18:00,16053.2817,16785.5696,732.2879,732.2879,0.0,0.0
2025-03-16,18:00-24:00,20599.864499999996,20673.838899999995,73.9744,73.9744,0.0,0.0
2025-03-17,0:00-6:00,27764.2653,27764.2653,0.0,0.0,0.0,0.0
2025-03-17,6:00-12:00,4728.0194,5057.360299999999,329.3408999999999,329.3408999999999,0.0,82.729
2025-03-17,12:00-18:00,12617.5136,13090.6072,473.0935999999999,473.0935999999999,0.0,0.0
2025-03-17,18:00-24:00,20651.947399999994,20741.438299999994,89.49090000000001,89.49090000000001,0.0,0.0
2025-03-18,0:00-6:00,27872.17099999999,27872.17099999999,0.0,0.0,0.0,0.0
2025-03-18,6:00-12:00,10352.8794,10352.8794,0.0,0.0,0.0,0.0
2025-03-18,12:00-18:00,15765.8094,15768.964600000001,3.1551999999999225,3.1551999999999225,0.0,0.0
2025-03-18,18:00-24:00,20496.655199999994,20497.876499999995,1.2212999999999852,1.2212999999999852,0.0,0.0
2025-03-19,0:00-6:00,27518.717099999994,27518.717099999994,0.0,0.0,0.0,0.0
2025-03-19,6:00-12:00,1707.78,4162.1148,2454.3348,2454.3348,0.0,122.6249
2025-03-19,12:00-18:00,10784.6837,12700.127700000001,1915.4439999999997,1915.4439999999997,0.0,0.0
2025-03-19,18:00-24:00,20688.393399999994,20689.135299999994,0.7418999999999869,0.7418999999999869,0.0,277.8048
2025-03-20,0:00-6:00,28104.7604,28104.7604,0.0,0.0,0.0,0.0
2025-03-20,6:00-12:00,4327.475600000001,5205.897799999999,878.4221999999999,878.4221999999999,0.0,471.8888
2025-03-20,12:00-18:00,16696.2867,17439.6597,743.373,743.373,0.0,0.0
2025-03-20,18:00-24:00,20590.539599999996,20608.825699999994,18.28609999999992,18.28609999999992,0.0,163.647
2025-03-21,0:00-6:00,15577.546,15836.4889,258.9429,258.9429,0.0,0.0
2025-03-21,6:00-12:00,0.0,0.0,0.0,0.0,0.0,13.2811
2025-03-21,12:00-18:00,2071.6844,2153.1225,81.43809999999996,81.43809999999996,0.0,0.0
2025-03-21,18:00-24:00,13054.3446,13110.020200000003,55.67560000000009,55.67560000000009,0.0,277.8032
2025-03-22,0:00-6:00,14857.6751,14857.6751,0.0,0.0,0.0,0.0
2025-03-22,6:00-12:00,0.0,0.0,0.0,0.0,0.0,0.0
2025-03-22,12:00-18:00,2530.6166,2530.7882999999997,0.17169999999998709,0.17169999999998709,0.0,0.0
2025-03-22,18:00-24:00,13385.4303,13456.992000000002,71.56169999999997,71.56169999999997,0.0,116.54400000000003
2025-03-23,0:00-6:00,26879.569399999997,26879.569399999997,0.0,0.0,0.0,0.0
2025-03-23,6:00-12:00,7029.326800000001,7504.4565,475.1297000000002,475.1297000000002,0.0,3.7944000000000004
2025-03-23,12:00-18:00,14983.6355,15114.246200000001,130.61070000000004,130.61070000000004,0.0,0.0
2025-03-23,18:00-24:00,20481.254199999996,20625.978999999992,144.72480000000002,144.72480000000002,0.0,0.0
2025-03-24,0:00-6:00,27013.7631,27013.7631,0.0,0.0,0.0,0.0
2025-03-24,6:00-12:00,5416.6093,5418.4591,1.8497999999999877,1.8497999999999877,0.0,51.7968
2025-03-24,12:00-18:00,12473.969400000002,13378.1135,904.1440999999999,904.1440999999999,0.0,0.0
2025-03-24,18:00-24:00,20525.245699999996,20716.083799999993,190.83809999999994,190.83809999999994,0.0,0.0
2025-03-25,0:00-6:00,27071.242499999997,27071.242499999997,0.0,0.0,0.0,0.0
2025-03-25,6:00-12:00,9022.3739,9035.655,13.281099999999924,13.281099999999924,0.0,0.0
2025-03-25,12:00-18:00,16159.273500000001,16179.747700000002,20.474199999999996,20.474199999999996,0.0,0.0
2025-03-25,18:00-24:00,20407.252599999993,20659.581199999993,252.32859999999988,252.32859999999988,0.0,0.0
2025-03-26,0:00-6:00,27323.583799999997,27323.583799999997,0.0,0.0,0.0,0.0
2025-03-26,6:00-12:00,804.8743,3286.2572,2481.3828999999996,2481.3828999999996,0.0,14.700300000000002
2025-03-26,12:00-18:00,13956.778000000002,14073.376,116.59800000000001,116.59800000000001,0.0,0.0
2025-03-26,18:00-24:00,20472.104499999994,20641.474999999995,169.3705,169.3705,0.0,0.0
2025-03-27,0:00-6:00,26953.273999999994,26953.273999999994,0.0,0.0,0.0,0.0
2025-03-27,6:00-12:00,5330.296700000001,5371.3225,41.025800000000004,41.025800000000004,0.0,27.159
2025-03-27,12:00-18:00,13418.125000000002,13482.8623,64.73729999999995,64.73729999999995,0.0,0.0
2025-03-27,18:00-24:00,20392.807799999995,20671.350099999992,278.5423000000001,278.5423000000001,0.0,0.0
2025-03-28,0:00-6:00,15263.753400000001,15263.753400000001,0.0,0.0,0.0,0.0
2025-03-28,6:00-12:00,0.0,0.0,0.0,0.0,0.0,27.344900000000003
2025-03-28,12:00-18:00,1889.1481999999999,1966.604,77.45580000000001,77.45580000000001,0.0,0.0
2025-03-28,18:00-24:00,13040.278100000001,13185.585500000001,145.30740000000003,145.30740000000003,0.0,235.0552
2025-03-29,0:00-6:00,13987.286800000002,13993.708600000002,6.421800000000019,6.421800000000019,0.0,0.0
2025-03-29,6:00-12:00,0.0,0.0,0.0,0.0,0.0,71.267
2025-03-29,12:00-18:00,1455.1408999999999,2089.8459,634.705,634.705,0.0,0.0
2025-03-29,18:00-24:00,13254.156500000001,13631.8538,377.69730000000004,377.69730000000004,0.0,231.3618
2025-03-30,0:00-6:00,26477.824399999998,26477.824399999998,0.0,0.0,0.0,0.0
2025-03-30,6:00-12:00,4640.9980000000005,5249.471799999999,608.4738,608.4738,0.0,0.0
2025-03-30,12:00-18:00,12717.8947,12733.5559,15.661199999999894,15.661199999999894,0.0,0.0
2025-03-30,18:00-24:00,20411.750999999993,20874.305999999993,462.55499999999995,462.55499999999995,0.0,0.0
2025-03-31,0:00-6:00,24976.408799999997,26830.110799999995,1853.702,1853.702,0.0,0.0
2025-03-31,6:00-12:00,0.0,2073.5827999999997,2073.5827999999997,2073.5827999999997,0.0,0.0
2025-03-31,12:00-18:00,10201.152199999999,12594.215500000002,2393.0633000000003,2393.0633000000003,0.0,0.0
2025-03-31,18:00-24:00,20430.91959999999,20755.518999999993,324.5993999999999,324.5993999999999,0.0,0.0
2025-04-01,0:00-6:00,27642.237299999993,27642.237299999993,0.0,0.0,0.0,0.0
2025-04-01,6:00-12:00,7173.502500000001,7285.476800000001,111.97429999999994,111.97429999999994,0.0,0.0
2025-04-01,12:00-18:00,14131.2243,15351.1218,1219.8975000000005,1219.8975000000005,0.0,0.0
2025-04-01,18:00-24:00,20295.868399999992,20777.64089999999,481.77249999999987,481.77249999999987,0.0,0.0
2025-04-02,0:00-6:00,27252.352999999992,27252.352999999992,0.0,0.0,0.0,0.0
2025-04-02,6:00-12:00,6890.403600000001,8682.388799999999,1791.9852,1791.9852,0.0,0.0
2025-04-02,12:00-18:00,10908.2435,11722.2371,813.9936000000001,813.9936000000001,0.0,0.0
2025-04-02,18:00-24:00,20246.197699999993,20745.726499999993,499.52879999999993,499.52879999999993,0.0,0.0
2025-04-03,0:00-6:00,26921.638899999994,26921.638899999994,0.0,0.0,0.0,0.0
2025-04-03,6:00-12:00,4834.162600000001,5041.557900000001,207.39530000000013,207.39530000000013,0.0,0.0
2025-04-03,12:00-18:00,13999.998500000002,14005.998300000001,5.99980000000005,5.99980000000005,0.0,0.0
2025-04-03,18:00-24:00,20365.265599999995,20761.403199999993,396.1375999999999,396.1375999999999,0.0,0.0
2025-04-04,0:00-6:00,13726.2449,13758.547199999999,32.3023,32.3023,0.0,0.0
2025-04-04,6:00-12:00,0.0,0.0,0.0,0.0,0.0,252.9325
2025-04-04,12:00-18:00,1371.9495000000002,1611.1007,239.1511999999999,239.1511999999999,0.0,0.0
2025-04-04,18:00-24:00,12898.245300000002,13277.623700000002,379.37839999999994,379.37839999999994,0.0,86.96379999999999
2025-04-05,0:00-6:00,13274.9402,13504.3002,229.36000000000004,229.36000000000004,0.0,0.0
2025-04-05,6:00-12:00,0.0,0.0,0.0,0.0,0.0,158.0424
2025-04-05,12:00-18:00,1264.1864,1511.9641000000001,247.77770000000004,247.77770000000004,0.0,0.0
2025-04-05,18:00-24:00,13169.109500000002,13694.094400000002,524.9849,524.9849,0.0,1438.3335
2025-04-06,0:00-6:00,26563.003399999998,26563.003399999998,0.0,0.0,0.0,0.0
2025-04-06,6:00-12:00,3671.7154,4048.9876000000004,377.2722,377.2722,0.0,97.675
2025-04-06,12:00-18:00,11751.3127,12649.227200000001,897.9145000000003,897.9145000000003,0.0,0.0
2025-04-06,18:00-24:00,20117.741199999993,20521.411699999993,403.67050000000006,403.67050000000006,0.0,0.0
2025-04-07,0:00-6:00,25779.617,26551.116599999994,771.4996000000001,771.4996000000001,0.0,0.0
2025-04-07,6:00-12:00,0.0,656.2257000000001,656.2257000000001,656.2257000000001,0.0,0.0
2025-04-07,12:00-18:00,8507.813600000001,11868.0175,3360.2039000000004,3360.2039000000004,0.0,0.0
2025-04-07,18:00-24:00,20081.471299999994,20434.698099999994,353.2268,353.2268,0.0,0.0
2025-04-08,0:00-6:00,27124.0676,27124.0676,0.0,0.0,0.0,0.0
2025-04-08,6:00-12:00,3189.3534000000004,3958.6985999999997,769.3451999999999,769.3451999999999,0.0,44.0804
2025-04-08,12:00-18:00,13111.5544,13210.817200000001,99.26279999999997,99.26279999999997,0.0,0.0
2025-04-08,18:00-24:00,20148.747799999994,20528.084299999995,379.3364999999999,379.3364999999999,0.0,0.0
2025-04-09,0:00-6:00,26923.273199999996,26923.273199999996,0.0,0.0,0.0,0.0
2025-04-09,6:00-12:00,1493.5292,4872.9019,3379.3727000000003,3379.3727000000003,0.0,91.5051
2025-04-09,12:00-18:00,13167.6082,13643.856600000003,476.24839999999983,476.24839999999983,0.0,0.0
2025-04-09,18:00-24:00,20129.585799999993,20512.516299999996,382.93049999999994,382.93049999999994,0.0,0.0
2025-04-10,0:00-6:00,26898.546399999996,27102.385999999995,203.83960000000002,203.83960000000002,0.0,0.0
2025-04-10,6:00-12:00,374.1269,2419.2016,2045.0747000000001,2045.0747000000001,0.0,0.0
2025-04-10,12:00-18:00,12660.780900000002,12751.638600000002,90.8577,90.8577,0.0,0.0
2025-04-10,18:00-24:00,20368.187499999993,20702.299499999994,334.11199999999985,334.11199999999985,0.0,0.0
2025-04-11,0:00-6:00,13511.9169,13852.0924,340.17549999999994,340.17549999999994,0.0,0.0
2025-04-11,6:00-12:00,0.0,0.0,0.0,0.0,0.0,335.797
2025-04-11,12:00-18:00,916.3619000000001,1116.277,199.9151,199.9151,0.0,0.0
2025-04-11,18:00-24:00,12740.447200000002,13199.314300000002,458.86710000000005,458.86710000000005,0.0,374.8633
2025-04-12,0:00-6:00,13151.5042,13151.5042,0.0,0.0,0.0,0.0
2025-04-12,6:00-12:00,0.0,0.0,0.0,0.0,0.0,130.7468
